"Stage","Timestamp","TotalMemory","Gen0Collections","Gen1Collections","Gen2Collections","ProcessWorkingSet","ProcessPrivateMemory"
"Monitoring","2025/07/18 0:30:10","54839464","1311","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:10","55544024","1311","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","56248584","1311","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:10","56944952","1311","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:10","57649512","1311","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","54211176","1312","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","54923928","1312","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:11","55620296","1312","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","56324856","1312","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","57029416","1312","137","32","138366976","118693888"
"Monitoring","2025/07/18 0:30:11","57725784","1312","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","54292616","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","54997176","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","55701736","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","56398104","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","57102664","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","57807224","1313","137","32","138997760","118693888"
"Monitoring","2025/07/18 0:30:11","54183720","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:11","54888280","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:11","55592840","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:11","56297400","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57001960","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57698328","1314","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","54276080","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","54988832","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","55693392","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","56389760","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57094320","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57798880","1315","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","54383464","1316","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","55096216","1316","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","55792584","1316","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","56497144","1316","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57201704","1316","137","32","139137024","118824960"
"Monitoring","2025/07/18 0:30:12","57906264","1316","137","32","139137024","118181888"
"Monitoring","2025/07/18 0:30:12","54485200","1317","137","32","139157504","118870016"
"Monitoring","2025/07/18 0:30:12","55189760","1317","137","32","139157504","118870016"
"Monitoring","2025/07/18 0:30:12","55894320","1317","137","32","139157504","118181888"
"Monitoring","2025/07/18 0:30:12","56598880","1317","137","32","139157504","118870016"
"Monitoring","2025/07/18 0:30:12","57295248","1317","137","32","139157504","118870016"
"Monitoring","2025/07/18 0:30:13","57999808","1317","137","32","139157504","118181888"
"Monitoring","2025/07/18 0:30:13","58702552","1317","137","32","139386880","119197696"
"Monitoring","2025/07/18 0:30:13","59407064","1317","137","32","140091392","119918592"
"Monitoring","2025/07/18 0:30:13","54578664","1318","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","55283224","1318","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","55987784","1318","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","56692344","1318","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","57396904","1318","137","32","140062720","120442880"
"Monitoring","2025/07/18 0:30:13","58093272","1318","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","54679120","1319","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","55383680","1319","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","56088240","1319","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","56792800","1319","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","57489168","1319","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","58193728","1319","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","54751520","1320","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","55464272","1320","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:13","56160640","1320","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:13","56865200","1320","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","57569760","1320","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","58274320","1320","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:14","54868736","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","55581488","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","56286048","1321","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:14","56982416","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","57686976","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","58391536","1321","137","32","140693504","119754752"
"Monitoring","2025/07/18 0:30:14","59096096","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","59792464","1321","137","32","140693504","120442880"
"Monitoring","2025/07/18 0:30:14","60496600","1321","137","32","141180928","120348672"
"Monitoring","2025/07/18 0:30:14","55276496","1322","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:14","55972864","1322","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:14","56677424","1322","137","32","141422592","120479744"
"Monitoring","2025/07/18 0:30:14","57381984","1322","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:14","58086544","1322","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:14","58782912","1322","137","32","141422592","120479744"
"Monitoring","2025/07/18 0:30:14","55361448","1323","137","32","140791808","121167872"
"Monitoring","2025/07/18 0:30:14","56066008","1323","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:14","56770568","1323","137","32","141422592","121167872"
"Monitoring","2025/07/18 0:30:15","57475128","1323","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","58171496","1323","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","58876056","1323","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","55476224","1324","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","56172592","1324","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","56877152","1324","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","57573520","1324","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","58278080","1324","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","58982640","1324","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","55587840","1325","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","56292400","1325","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","56996960","1325","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","57693328","1325","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","58397888","1325","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","59102448","1325","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","55673448","1326","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","56378008","1326","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:15","57082568","1326","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","57778936","1326","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:15","58483496","1326","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","59179864","1326","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","55759056","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","56463616","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","57159984","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","57864544","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","58569104","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","59265472","1327","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","55841816","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","56546376","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","57242744","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","57947304","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","58651864","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","59348232","1328","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","55912912","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","56609280","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","57313840","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","58010208","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","58714768","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","59419328","1329","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:16","55993592","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","56689960","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","57394520","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","58099080","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","58795448","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","59500008","1330","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","56082576","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","56778944","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","57483504","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","58188064","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","58884432","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","59588992","1331","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","56168208","1332","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:17","56864576","1332","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","57569136","1332","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","58273696","1332","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:17","58970064","1332","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","59674624","1332","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","56174992","1333","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:17","56871360","1333","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:17","57575920","1333","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","58280480","1333","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:18","58976848","1333","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","59681408","1333","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","56258440","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","56963000","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","57667560","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","58363928","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","59068488","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","59773048","1334","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","56352872","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","57049240","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","57753800","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","58458360","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","59154728","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","59859288","1335","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:18","56438480","1336","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:18","57143040","1336","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","57839408","1336","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","58543968","1336","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:19","59248528","1336","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","59944896","1336","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","56404520","1337","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","57109080","1337","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:19","57813640","1337","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","58518200","1337","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","59214568","1337","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:19","59919128","1337","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","56498296","1338","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","57202856","1338","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:19","57907416","1338","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","58611976","1338","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","59308344","1338","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:19","60012904","1338","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","56592096","1339","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:19","57296656","1339","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:20","58001216","1339","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","58705776","1339","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","59402144","1339","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","60106704","1339","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","56684368","1340","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","57388928","1340","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","58093488","1340","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","58798048","1340","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","59494416","1340","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","60198976","1340","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","56630592","1341","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","57335152","1341","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","58039712","1341","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","58744272","1341","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","59448832","1341","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","60153392","1341","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","56752568","1342","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","57448936","1342","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:20","58153496","1342","137","32","140730368","121069568"
"Monitoring","2025/07/18 0:30:20","58858056","1342","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","59562616","1342","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","60267176","1342","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","56846392","1343","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","57550952","1343","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","58247320","1343","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","58951880","1343","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:21","59656440","1343","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","60361000","1343","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","56940192","1344","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:21","57644752","1344","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","58341120","1344","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","59045680","1344","137","32","141361152","120381440"
"Monitoring","2025/07/18 0:30:21","59750240","1344","137","32","141361152","121069568"
"Monitoring","2025/07/18 0:30:21","60454800","1344","137","32","141414400","121110528"
"Monitoring","2025/07/18 0:30:21","56834736","1345","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:21","57539296","1345","137","32","140754944","121028608"
"Monitoring","2025/07/18 0:30:21","58243856","1345","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:21","58948416","1345","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:21","59644784","1345","137","32","140754944","121028608"
"Monitoring","2025/07/18 0:30:21","60349344","1345","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","56928536","1346","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","57633096","1346","137","32","140754944","121028608"
"Monitoring","2025/07/18 0:30:22","58337656","1346","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59042216","1346","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59746776","1346","137","32","140754944","121028608"
"Monitoring","2025/07/18 0:30:22","60443144","1346","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","57023768","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","57728328","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","58432888","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59137448","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59842008","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","60546568","1347","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","57137560","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","57842120","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","58546680","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59243048","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","59947608","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","60652168","1348","137","32","141385728","121028608"
"Monitoring","2025/07/18 0:30:22","56967792","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57680544","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","58376912","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","59081472","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","59786032","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","60490592","1349","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57063584","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57768144","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","58472704","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","59177264","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","59881824","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","60586384","1350","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57167184","1351","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57871744","1351","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","58576304","1351","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:23","59280864","1351","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","59977232","1351","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","60681792","1351","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:23","57256376","1352","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","57960936","1352","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:23","58665496","1352","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:24","59370056","1352","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","60074616","1352","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","60779176","1352","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:24","57376968","1353","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","58081528","1353","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","58786088","1353","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:24","59490648","1353","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","60187016","1353","137","32","141725696","121356288"
"Monitoring","2025/07/18 0:30:24","60891576","1353","137","32","141725696","120721408"
"Monitoring","2025/07/18 0:30:24","57470768","1354","137","32","141791232","121421824"
"Monitoring","2025/07/18 0:30:24","58175328","1354","137","32","141791232","121421824"
"Monitoring","2025/07/18 0:30:24","58879888","1354","137","32","141791232","120786944"
"Monitoring","2025/07/18 0:30:24","59584448","1354","137","32","141791232","121421824"
"Monitoring","2025/07/18 0:30:24","60289008","1354","137","32","141791232","121421824"
"Monitoring","2025/07/18 0:30:24","60985376","1354","137","32","141791232","120786944"
"Monitoring","2025/07/18 0:30:24","57566000","1355","137","32","141856768","121487360"
"Monitoring","2025/07/18 0:30:24","58270560","1355","137","32","141856768","121487360"
"Monitoring","2025/07/18 0:30:24","58975120","1355","137","32","141856768","120852480"
"Monitoring","2025/07/18 0:30:24","59679680","1355","137","32","141856768","121487360"
"Monitoring","2025/07/18 0:30:24","60384240","1355","137","32","141856768","121487360"
"Monitoring","2025/07/18 0:30:25","61088800","1355","137","32","141856768","120852480"
"Monitoring","2025/07/18 0:30:25","57672064","1356","137","32","141914112","121552896"
"Monitoring","2025/07/18 0:30:25","58376624","1356","137","32","141914112","121552896"
"Monitoring","2025/07/18 0:30:25","59081184","1356","137","32","141914112","120918016"
"Monitoring","2025/07/18 0:30:25","59785744","1356","137","32","141914112","121552896"
"Monitoring","2025/07/18 0:30:25","60490304","1356","137","32","141914112","121552896"
"Monitoring","2025/07/18 0:30:25","61194864","1356","137","32","141914112","120918016"
"Monitoring","2025/07/18 0:30:25","57602640","1357","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","58307200","1357","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","59011760","1357","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:25","59708128","1357","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","60412688","1357","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","61117248","1357","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:25","57701776","1358","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","58406336","1358","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","59110896","1358","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:25","59807264","1358","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","60511824","1358","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:25","61216384","1358","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:25","57795576","1359","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:26","58500136","1359","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:26","59204696","1359","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:26","59901064","1359","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:26","60605624","1359","137","32","142172160","121815040"
"Monitoring","2025/07/18 0:30:26","61310184","1359","137","32","142172160","121180160"
"Monitoring","2025/07/18 0:30:26","57886792","1360","137","32","142192640","121815040"
"Monitoring","2025/07/18 0:30:26","58591352","1360","137","32","142192640","121815040"
"Monitoring","2025/07/18 0:30:26","59295912","1360","137","32","142192640","121180160"
"Monitoring","2025/07/18 0:30:26","60000472","1360","137","32","142192640","121815040"
"Monitoring","2025/07/18 0:30:26","60696840","1360","137","32","142192640","121815040"
"Monitoring","2025/07/18 0:30:26","61401400","1360","137","32","142192640","121180160"
"Monitoring","2025/07/18 0:30:26","57995176","1361","137","32","142254080","121880576"
"Monitoring","2025/07/18 0:30:26","58699736","1361","137","32","142254080","121880576"
"Monitoring","2025/07/18 0:30:26","59404296","1361","137","32","142254080","121245696"
"Monitoring","2025/07/18 0:30:26","60108856","1361","137","32","142254080","121880576"
"Monitoring","2025/07/18 0:30:26","60805224","1361","137","32","142254080","121880576"
"Monitoring","2025/07/18 0:30:26","61509784","1361","137","32","142254080","121245696"
"Monitoring","2025/07/18 0:30:26","58106792","1362","137","32","142327808","121946112"
"Monitoring","2025/07/18 0:30:26","58811352","1362","137","32","142327808","121946112"
"Monitoring","2025/07/18 0:30:26","59515912","1362","137","32","142327808","121311232"
"Monitoring","2025/07/18 0:30:27","60220472","1362","137","32","142327808","121946112"
"Monitoring","2025/07/18 0:30:27","60925032","1362","137","32","142327808","121946112"
"Monitoring","2025/07/18 0:30:27","61621400","1362","137","32","142327808","121376768"
"Monitoring","2025/07/18 0:30:27","58200616","1363","137","32","142405632","122077184"
"Monitoring","2025/07/18 0:30:27","58905176","1363","137","32","142405632","122077184"
"Monitoring","2025/07/18 0:30:27","59609736","1363","137","32","142405632","121442304"
"Monitoring","2025/07/18 0:30:27","60314296","1363","137","32","142405632","122077184"
"Monitoring","2025/07/18 0:30:27","61018856","1363","137","32","142405632","122077184"
"Monitoring","2025/07/18 0:30:27","61723416","1363","137","32","142405632","121442304"
"Monitoring","2025/07/18 0:30:27","58302632","1364","137","32","142467072","122077184"
"Monitoring","2025/07/18 0:30:27","59007192","1364","137","32","142467072","122077184"
"Monitoring","2025/07/18 0:30:27","59703560","1364","137","32","142467072","121442304"
"Monitoring","2025/07/18 0:30:27","60408128","1364","137","32","142467072","122077184"
"Monitoring","2025/07/18 0:30:27","61112704","1364","137","32","142467072","122077184"
"Monitoring","2025/07/18 0:30:27","61817288","1364","137","32","142467072","121573376"
"Monitoring","2025/07/18 0:30:27","58334280","1365","137","32","142622720","122273792"
"Monitoring","2025/07/18 0:30:27","59038880","1365","137","32","142622720","122273792"
"Monitoring","2025/07/18 0:30:27","59743488","1365","137","32","142622720","121638912"
"Monitoring","2025/07/18 0:30:27","60464536","1365","137","32","142622720","122273792"
"Monitoring","2025/07/18 0:30:27","61185592","1365","137","32","142622720","122273792"
"Monitoring","2025/07/18 0:30:28","61906656","1365","137","32","142622720","121638912"
"Monitoring","2025/07/18 0:30:28","58500984","1366","137","32","142626816","122273792"
"Monitoring","2025/07/18 0:30:28","59222064","1366","137","32","142626816","122273792"
"Monitoring","2025/07/18 0:30:28","59934960","1366","137","32","142626816","121638912"
"Monitoring","2025/07/18 0:30:28","60656056","1366","137","32","142626816","122273792"
"Monitoring","2025/07/18 0:30:28","61377160","1366","137","32","142626816","122273792"
"Monitoring","2025/07/18 0:30:28","57944872","1367","137","32","142684160","121704448"
"Monitoring","2025/07/18 0:30:28","58674184","1367","137","32","142684160","122339328"
"Monitoring","2025/07/18 0:30:28","59395312","1367","137","32","142684160","122339328"
"Monitoring","2025/07/18 0:30:28","60116448","1367","137","32","142684160","121704448"
"Monitoring","2025/07/18 0:30:28","60837592","1367","137","32","142684160","122339328"
"Monitoring","2025/07/18 0:30:28","61550552","1367","137","32","142684160","122339328"
"Monitoring","2025/07/18 0:30:28","58180784","1368","137","32","142733312","121769984"
"Monitoring","2025/07/18 0:30:28","58910144","1368","137","32","142733312","122404864"
"Monitoring","2025/07/18 0:30:28","59631320","1368","137","32","142733312","122404864"
